edge_3683l	barrnap:0.9	rRNA	163	1646	0	-	.	ID=AAHFOCED_00001;locus_tag=AAHFOCED_00001;product=16S ribosomal RNA
edge_3683l	Prodigal:002006	CDS	719856	720068	.	+	0	ID=AAHFOCED_00760;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00760;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	720068	720373	.	+	0	ID=AAHFOCED_00761;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00761;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	720464	724090	.	+	0	ID=AAHFOCED_00762;eC_number=2.7.7.7;Name=dnaE;db_xref=COG:COG0587;gene=dnaE;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9XDH5;locus_tag=AAHFOCED_00762;product=DNA polymerase III subunit alpha
edge_3683l	Prodigal:002006	CDS	724158	724652	.	-	0	ID=AAHFOCED_00763;eC_number=2.1.1.34;Name=trmH_1;db_xref=COG:COG0566;gene=trmH_1;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O67577;locus_tag=AAHFOCED_00763;product=tRNA (guanosine(18)-2'-O)-methyltransferase
edge_3683l	Prodigal:002006	CDS	724727	726394	.	+	0	ID=AAHFOCED_00764;Name=xpsE_3;db_xref=COG:COG2804;gene=xpsE_3;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P31742;locus_tag=AAHFOCED_00764;product=Type II secretion system protein E
edge_3683l	Prodigal:002006	CDS	726468	726680	.	+	0	ID=AAHFOCED_00765;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00765;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	726902	727426	.	+	0	ID=AAHFOCED_00766;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00766;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	727478	728191	.	-	0	ID=AAHFOCED_00767;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00767;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	728237	729157	.	+	0	ID=AAHFOCED_00768;Name=rnhB;gene=rnhB;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00052_B;locus_tag=AAHFOCED_00768;product=Ribonuclease HII
edge_3683l	Prodigal:002006	CDS	729111	729236	.	+	0	ID=AAHFOCED_00769;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00769;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	729269	729799	.	+	0	ID=AAHFOCED_00770;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00770;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	729803	731398	.	-	0	ID=AAHFOCED_00771;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00771;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	731417	732976	.	-	0	ID=AAHFOCED_00772;eC_number=3.4.11.2;Name=pepN_1;gene=pepN_1;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q48656;locus_tag=AAHFOCED_00772;product=Aminopeptidase N
edge_3683l	Prodigal:002006	CDS	732942	733943	.	-	0	ID=AAHFOCED_00773;eC_number=3.4.11.2;Name=pepN_2;gene=pepN_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q48656;locus_tag=AAHFOCED_00773;product=Aminopeptidase N
edge_3683l	Prodigal:002006	CDS	733967	734659	.	+	0	ID=AAHFOCED_00774;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00774;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	734638	735636	.	-	0	ID=AAHFOCED_00775;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WFP1;locus_tag=AAHFOCED_00775;note=UPF0053 protein Rv2366c;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	735669	736088	.	-	0	ID=AAHFOCED_00776;Name=dnaJ_2;gene=dnaJ_2;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01152;locus_tag=AAHFOCED_00776;product=Chaperone protein DnaJ
edge_3683l	Prodigal:002006	CDS	736214	737338	.	+	0	ID=AAHFOCED_00777;Name=nusA;db_xref=COG:COG0195;gene=nusA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P32727;locus_tag=AAHFOCED_00777;product=Transcription termination/antitermination protein NusA
edge_3683l	Prodigal:002006	CDS	737463	739952	.	+	0	ID=AAHFOCED_00778;Name=clpC;gene=clpC;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q2YSD6;locus_tag=AAHFOCED_00778;product=ATP-dependent Clp protease ATP-binding subunit ClpC
edge_3683l	Prodigal:002006	CDS	739966	740934	.	+	0	ID=AAHFOCED_00779;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00779;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	740942	742291	.	+	0	ID=AAHFOCED_00780;eC_number=3.6.4.-;Name=radA;db_xref=COG:COG1066;gene=radA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P37572;locus_tag=AAHFOCED_00780;product=DNA repair protein RadA
edge_3683l	Prodigal:002006	CDS	742308	742901	.	+	0	ID=AAHFOCED_00781;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00781;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	742888	743145	.	+	0	ID=AAHFOCED_00782;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00782;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	743147	745822	.	-	0	ID=AAHFOCED_00783;eC_number=2.4.1.129;Name=mtgA_2;gene=mtgA_2;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00766;locus_tag=AAHFOCED_00783;product=Biosynthetic peptidoglycan transglycosylase
edge_3683l	Prodigal:002006	CDS	745958	747172	.	+	0	ID=AAHFOCED_00784;eC_number=6.1.1.1;Name=tyrS1;db_xref=COG:COG0162;gene=tyrS1;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P22326;locus_tag=AAHFOCED_00784;product=Tyrosine--tRNA ligase 1
edge_3683l	Prodigal:002006	CDS	747224	749005	.	+	0	ID=AAHFOCED_00785;eC_number=5.4.2.2;Name=pgcA;gene=pgcA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P18159;locus_tag=AAHFOCED_00785;product=Phosphoglucomutase
edge_3683l	Prodigal:002006	CDS	749026	751056	.	+	0	ID=AAHFOCED_00786;eC_number=3.6.4.12;Name=recG;gene=recG;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P64325;locus_tag=AAHFOCED_00786;product=ATP-dependent DNA helicase RecG
edge_3683l	Prodigal:002006	CDS	751103	751882	.	+	0	ID=AAHFOCED_00787;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00787;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	751879	752421	.	+	0	ID=AAHFOCED_00788;eC_number=2.1.1.171;Name=rsmD;db_xref=COG:COG0742;gene=rsmD;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P0ADX9;locus_tag=AAHFOCED_00788;product=Ribosomal RNA small subunit methyltransferase D
edge_3683l	Aragorn:001002	tRNA	752899	752983	.	+	.	ID=AAHFOCED_00789;inference=COORDINATES:profile:Aragorn:001002;locus_tag=AAHFOCED_00789;product=tRNA-Leu(tag)
edge_3683l	Prodigal:002006	CDS	753142	755436	.	+	0	ID=AAHFOCED_00790;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00790;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	755457	756950	.	+	0	ID=AAHFOCED_00791;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00791;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	756947	757114	.	+	0	ID=AAHFOCED_00792;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00792;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	757104	757370	.	+	0	ID=AAHFOCED_00793;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00793;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	757370	757786	.	+	0	ID=AAHFOCED_00794;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00794;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	757981	759552	.	+	0	ID=AAHFOCED_00795;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00795;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	759554	760009	.	+	0	ID=AAHFOCED_00796;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00796;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	760009	760719	.	+	0	ID=AAHFOCED_00797;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00797;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	760662	761147	.	+	0	ID=AAHFOCED_00798;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00798;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	761144	764269	.	+	0	ID=AAHFOCED_00799;eC_number=3.1.21.3;Name=hsdR;gene=hsdR;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P10486;locus_tag=AAHFOCED_00799;product=Type I restriction enzyme EcoR124II R protein
edge_3683l	Prodigal:002006	CDS	764273	765088	.	+	0	ID=AAHFOCED_00800;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00800;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	765081	767633	.	+	0	ID=AAHFOCED_00801;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00801;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	767865	768359	.	+	0	ID=AAHFOCED_00802;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00802;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	768600	769100	.	+	0	ID=AAHFOCED_00803;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00803;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	770163	770849	.	+	0	ID=AAHFOCED_00804;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00804;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	770851	773283	.	+	0	ID=AAHFOCED_00805;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00805;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	773271	774152	.	+	0	ID=AAHFOCED_00806;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00806;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	774145	774441	.	+	0	ID=AAHFOCED_00807;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00807;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	774431	775546	.	+	0	ID=AAHFOCED_00808;Name=xerC_2;gene=xerC_2;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01808;locus_tag=AAHFOCED_00808;product=Tyrosine recombinase XerC
edge_3683l	Prodigal:002006	CDS	775791	777437	.	+	0	ID=AAHFOCED_00809;db_xref=COG:COG0247;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q57252;locus_tag=AAHFOCED_00809;product=putative protein
edge_3683l	Prodigal:002006	CDS	777490	777906	.	+	0	ID=AAHFOCED_00810;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00810;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	778107	779276	.	+	0	ID=AAHFOCED_00811;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00811;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	779294	780280	.	+	0	ID=AAHFOCED_00812;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00812;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	780277	781005	.	-	0	ID=AAHFOCED_00813;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00813;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	781101	783218	.	-	0	ID=AAHFOCED_00814;eC_number=3.6.4.13;Name=cshA;gene=cshA;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01493;locus_tag=AAHFOCED_00814;product=DEAD-box ATP-dependent RNA helicase CshA
edge_3683l	Prodigal:002006	CDS	783221	784546	.	-	0	ID=AAHFOCED_00815;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00815;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	784546	786684	.	-	0	ID=AAHFOCED_00816;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00816;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	786775	787023	.	-	0	ID=AAHFOCED_00817;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00817;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	787039	787260	.	-	0	ID=AAHFOCED_00818;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00818;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	787490	787720	.	+	0	ID=AAHFOCED_00819;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00819;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	787950	788687	.	+	0	ID=AAHFOCED_00820;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00820;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	788844	789842	.	+	0	ID=AAHFOCED_00821;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00821;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	789930	790070	.	+	0	ID=AAHFOCED_00822;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00822;product=hypothetical protein
edge_3683l	Aragorn:001002	tRNA	791755	791841	.	-	.	ID=AAHFOCED_00823;inference=COORDINATES:profile:Aragorn:001002;locus_tag=AAHFOCED_00823;product=tRNA-Leu(cag)
edge_3683l	Prodigal:002006	CDS	791943	792707	.	-	0	ID=AAHFOCED_00824;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00824;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	792772	793311	.	+	0	ID=AAHFOCED_00825;eC_number=2.1.1.34;Name=trmH_2;db_xref=COG:COG0566;gene=trmH_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P0AGJ2;locus_tag=AAHFOCED_00825;product=tRNA (guanosine(18)-2'-O)-methyltransferase
edge_3683l	Prodigal:002006	CDS	793394	794503	.	+	0	ID=AAHFOCED_00826;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00826;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	794677	796014	.	+	0	ID=AAHFOCED_00827;eC_number=6.1.1.21;Name=hisS;db_xref=COG:COG0124;gene=hisS;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8YMC2;locus_tag=AAHFOCED_00827;product=Histidine--tRNA ligase
edge_3683l	Prodigal:002006	CDS	796151	796414	.	+	0	ID=AAHFOCED_00828;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00828;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	796575	797849	.	+	0	ID=AAHFOCED_00829;eC_number=5.2.1.8;Name=tig;db_xref=COG:COG0544;gene=tig;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P80698;locus_tag=AAHFOCED_00829;product=Trigger factor
edge_3683l	Prodigal:002006	CDS	797898	798506	.	+	0	ID=AAHFOCED_00830;eC_number=3.4.21.92;Name=clpP;db_xref=COG:COG0740;gene=clpP;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q5NH47;locus_tag=AAHFOCED_00830;product=ATP-dependent Clp protease proteolytic subunit
edge_3683l	Prodigal:002006	CDS	798680	802039	.	+	0	ID=AAHFOCED_00831;eC_number=2.7.7.6;Name=rpoB;db_xref=COG:COG0085;gene=rpoB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9L0L0;locus_tag=AAHFOCED_00831;product=DNA-directed RNA polymerase subunit beta
edge_3683l	Prodigal:002006	CDS	802041	805883	.	+	0	ID=AAHFOCED_00832;eC_number=2.7.7.6;Name=rpoC;db_xref=COG:COG0086;gene=rpoC;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WGY7;locus_tag=AAHFOCED_00832;product=DNA-directed RNA polymerase subunit beta'
edge_3683l	Prodigal:002006	CDS	806069	806482	.	+	0	ID=AAHFOCED_00833;Name=rpsL;gene=rpsL;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P0A0G8;locus_tag=AAHFOCED_00833;product=30S ribosomal protein S12
edge_3683l	Prodigal:002006	CDS	806482	806961	.	+	0	ID=AAHFOCED_00834;Name=rpsG;db_xref=COG:COG0049;gene=rpsG;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P38526;locus_tag=AAHFOCED_00834;product=30S ribosomal protein S7
edge_3683l	Prodigal:002006	CDS	807111	807875	.	+	0	ID=AAHFOCED_00835;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00835;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	807893	815599	.	+	0	ID=AAHFOCED_00836;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00836;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	815599	822864	.	+	0	ID=AAHFOCED_00837;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00837;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	822866	823678	.	+	0	ID=AAHFOCED_00838;db_xref=COG:COG1136;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WQK1;locus_tag=AAHFOCED_00838;product=putative ABC transporter ATP-binding protein
edge_3683l	Prodigal:002006	CDS	823675	824880	.	+	0	ID=AAHFOCED_00839;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00839;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	824881	825396	.	+	0	ID=AAHFOCED_00840;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00840;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	825380	825964	.	+	0	ID=AAHFOCED_00841;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00841;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	825961	827508	.	+	0	ID=AAHFOCED_00842;eC_number=7.1.2.2;Name=atpA_2;gene=atpA_2;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01346;locus_tag=AAHFOCED_00842;product=ATP synthase subunit alpha
edge_3683l	Prodigal:002006	CDS	827495	828337	.	+	0	ID=AAHFOCED_00843;Name=atpG_2;gene=atpG_2;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00815;locus_tag=AAHFOCED_00843;product=ATP synthase gamma chain
edge_3683l	Prodigal:002006	CDS	828330	829745	.	+	0	ID=AAHFOCED_00844;eC_number=7.1.2.2;Name=atpD_2;db_xref=COG:COG0055;gene=atpD_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q2RFX9;locus_tag=AAHFOCED_00844;product=ATP synthase subunit beta
edge_3683l	Prodigal:002006	CDS	829712	829969	.	+	0	ID=AAHFOCED_00845;Name=atpC_1;gene=atpC_1;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00530;locus_tag=AAHFOCED_00845;product=ATP synthase epsilon chain
edge_3683l	Prodigal:002006	CDS	829991	830485	.	+	0	ID=AAHFOCED_00846;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:A0QRM0;locus_tag=AAHFOCED_00846;note=UPF0234 protein MSMEG_1165/MSMEI_1134;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	830485	831177	.	+	0	ID=AAHFOCED_00847;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00847;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	831169	832023	.	-	0	ID=AAHFOCED_00848;eC_number=2.7.1.107;Name=dagK;db_xref=COG:COG1597;gene=dagK;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O31502;locus_tag=AAHFOCED_00848;product=Diacylglycerol kinase
edge_3683l	Prodigal:002006	CDS	832028	832549	.	-	0	ID=AAHFOCED_00849;eC_number=3.1.3.27;Name=pgpB;db_xref=COG:COG0671;gene=pgpB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O34349;locus_tag=AAHFOCED_00849;product=Phosphatidylglycerophosphatase B
edge_3683l	Prodigal:002006	CDS	832546	833277	.	-	0	ID=AAHFOCED_00850;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00850;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	833362	834405	.	+	0	ID=AAHFOCED_00851;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00851;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	834506	836590	.	+	0	ID=AAHFOCED_00852;Name=fusA;db_xref=COG:COG0480;gene=fusA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P80868;locus_tag=AAHFOCED_00852;product=Elongation factor G
edge_3683l	Prodigal:002006	CDS	836709	838400	.	+	0	ID=AAHFOCED_00853;Name=kefC;db_xref=COG:COG0475;gene=kefC;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P03819;locus_tag=AAHFOCED_00853;product=Glutathione-regulated potassium-efflux system protein KefC
edge_3683l	Prodigal:002006	CDS	838511	839695	.	+	0	ID=AAHFOCED_00854;Name=tuf;db_xref=COG:COG0050;gene=tuf;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P22679;locus_tag=AAHFOCED_00854;product=Elongation factor Tu
edge_3683l	Prodigal:002006	CDS	839742	840140	.	-	0	ID=AAHFOCED_00855;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00855;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	840245	840544	.	-	0	ID=AAHFOCED_00856;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00856;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	840763	841083	.	+	0	ID=AAHFOCED_00857;Name=rpsJ;db_xref=COG:COG0051;gene=rpsJ;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q931G5;locus_tag=AAHFOCED_00857;product=30S ribosomal protein S10
edge_3683l	Prodigal:002006	CDS	841177	841512	.	+	0	ID=AAHFOCED_00858;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00858;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	841509	842435	.	-	0	ID=AAHFOCED_00859;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00859;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	842592	843206	.	+	0	ID=AAHFOCED_00860;Name=rplC;db_xref=COG:COG0087;gene=rplC;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:A0QSD1;locus_tag=AAHFOCED_00860;product=50S ribosomal protein L3
edge_3683l	Prodigal:002006	CDS	843206	843829	.	+	0	ID=AAHFOCED_00861;Name=rplD;gene=rplD;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P28601;locus_tag=AAHFOCED_00861;product=50S ribosomal protein L4
